CUSIP,Company_Name,YEAR,FQTR,EPS,Price
2KCV91O67,"White, Rios and Stewart",2016.0,3.0,,
2KCV91O67,"White, Rios and Stewart",2016.0,4.0,,
P458XI7C,Guerra-Wood,2015.0,1.0,0.15,15.95
P458XI7C,Guerra-Wood,2015.0,2.0,0.17,14.82
P458XI7C,Guerra-Wood,2015.0,3.0,0.13,18.25
P458XI7C,Guerra-Wood,2015.0,4.0,0.13,18.01
DE97E7M,Richard Group,2015.0,1.0,,4500.0
DE97E7M,Richard Group,2015.0,2.0,,5600.0
DE97E7M,Richard Group,2015.0,3.0,,5480.0
DE97E7M,Richard Group,2015.0,4.0,444.0,4750.0
DE97E7M,Richard Group,2016.0,1.0,,4100.0
DE97E7M,Richard Group,2016.0,2.0,,6100.0
DE97E7M,Richard Group,2016.0,3.0,,6000.0
DE97E7M,Richard Group,2016.0,4.0,-3583.56,5800.0
WMJ2IVAWS,Daniels-Schneider,2015.0,1.0,1.14,22.74
WMJ2IVAWS,Daniels-Schneider,2015.0,2.0,0.87,21.39
WMJ2IVAWS,Daniels-Schneider,2015.0,3.0,0.6,14.46
WMJ2IVAWS,Daniels-Schneider,2015.0,4.0,0.42,9.89
WMJ2IVAWS,Daniels-Schneider,2016.0,1.0,0.34,11.39
WMJ2IVAWS,Daniels-Schneider,2016.0,2.0,0.41,14.42
WMJ2IVAWS,Daniels-Schneider,2016.0,3.0,0.53,15.41
WMJ2IVAWS,Daniels-Schneider,2016.0,4.0,0.66,17.55
KA6Y6824,"Mendoza, Summers and Craig",2015.0,1.0,1.56,60.14
KA6Y6824,"Mendoza, Summers and Craig",2015.0,2.0,1.72,56.23
KA6Y6824,"Mendoza, Summers and Craig",2015.0,3.0,1.53,54.18
KA6Y6824,"Mendoza, Summers and Craig",2015.0,4.0,1.49,55.61
KA6Y6824,"Mendoza, Summers and Craig",2016.0,1.0,1.84,60.37
KA6Y6824,"Mendoza, Summers and Craig",2016.0,2.0,2.75,68.92
KA6Y6824,"Mendoza, Summers and Craig",2016.0,3.0,2.82,73.56
KA6Y6824,"Mendoza, Summers and Craig",2016.0,4.0,2.93,73.84
96P9PRZ,Hall-Reed,2015.0,1.0,2.12,40.25
96P9PRZ,Hall-Reed,2015.0,2.0,2.11,41.08
96P9PRZ,Hall-Reed,2015.0,3.0,2.05,38.36
96P9PRZ,Hall-Reed,2015.0,4.0,1.92,36.11
96P9PRZ,Hall-Reed,2016.0,1.0,2.18,28.66
96P9PRZ,Hall-Reed,2016.0,2.0,2.09,34.53
96P9PRZ,Hall-Reed,2016.0,3.0,2.08,37.81
96P9PRZ,Hall-Reed,2016.0,4.0,2.12,35.06
XUS4FXKA,Williams-White,2015.0,1.0,-0.37,5.0
XUS4FXKA,Williams-White,2015.0,2.0,-0.42,4.5
XUS4FXKA,Williams-White,2015.0,3.0,-0.07,4.86
XUS4FXKA,Williams-White,2015.0,4.0,0.08,5.1
XUS4FXKA,Williams-White,2016.0,1.0,-0.26,4.58
XUS4FXKA,Williams-White,2016.0,2.0,-0.22,4.31
XUS4FXKA,Williams-White,2016.0,3.0,-0.71,4.522
XUS4FXKA,Williams-White,2016.0,4.0,-0.9,4.6
VVTKZBO9,Walls-Pratt,2015.0,1.0,0.73,7.53
VVTKZBO9,Walls-Pratt,2015.0,2.0,0.88,7.6
VVTKZBO9,Walls-Pratt,2015.0,3.0,0.93,8.64
VVTKZBO9,Walls-Pratt,2015.0,4.0,0.94,9.0
VVTKZBO9,Walls-Pratt,2016.0,1.0,0.96,8.26
VVTKZBO9,Walls-Pratt,2016.0,2.0,1.01,8.85
VVTKZBO9,Walls-Pratt,2016.0,3.0,1.14,9.23
VVTKZBO9,Walls-Pratt,2016.0,4.0,1.14,13.75
O3XA6OX9U,Koch-Wiggins,2015.0,1.0,0.0,0.2165
O3XA6OX9U,Koch-Wiggins,2015.0,2.0,-0.01,0.35
O3XA6OX9U,Koch-Wiggins,2015.0,3.0,0.0,0.25
WU2PPQR3I,"Freeman, Holland and Griffin",2015.0,1.0,-0.12,2.35
WU2PPQR3I,"Freeman, Holland and Griffin",2015.0,2.0,-0.07,2.325
WU2PPQR3I,"Freeman, Holland and Griffin",2015.0,3.0,-0.09,2.2501
WU2PPQR3I,"Freeman, Holland and Griffin",2015.0,4.0,-0.05,1.64
WU2PPQR3I,"Freeman, Holland and Griffin",2016.0,1.0,-0.02,1.4
WU2PPQR3I,"Freeman, Holland and Griffin",2016.0,2.0,-0.06,2.0
WU2PPQR3I,"Freeman, Holland and Griffin",2016.0,3.0,0.02,1.69
WU2PPQR3I,"Freeman, Holland and Griffin",2016.0,4.0,0.01,3.9
G0KRTK98,Tate Ltd,2015.0,1.0,2.51,147.21
G0KRTK98,Tate Ltd,2015.0,2.0,2.5,128.09
G0KRTK98,Tate Ltd,2015.0,3.0,2.56,136.45
G0KRTK98,Tate Ltd,2015.0,4.0,3.03,146.1
G0KRTK98,Tate Ltd,2016.0,1.0,3.46,156.05
G0KRTK98,Tate Ltd,2016.0,2.0,3.61,165.55
G0KRTK98,Tate Ltd,2016.0,3.0,3.68,153.93
G0KRTK98,Tate Ltd,2016.0,4.0,3.5,142.11
JWB35DZ93,"Campbell, Shaffer and Cooke",2015.0,1.0,1.73,18.85
JWB35DZ93,"Campbell, Shaffer and Cooke",2015.0,2.0,1.59,20.82
JWB35DZ93,"Campbell, Shaffer and Cooke",2015.0,3.0,1.65,18.91
JWB35DZ93,"Campbell, Shaffer and Cooke",2015.0,4.0,2.01,20.1
JWB35DZ93,"Campbell, Shaffer and Cooke",2016.0,1.0,2.0,16.69
JWB35DZ93,"Campbell, Shaffer and Cooke",2016.0,2.0,2.04,17.59
JWB35DZ93,"Campbell, Shaffer and Cooke",2016.0,3.0,2.23,20.46
JWB35DZ93,"Campbell, Shaffer and Cooke",2016.0,4.0,1.93,26.97
9DRJSOAT,Boyle Group,2015.0,1.0,-0.29,
9DRJSOAT,Boyle Group,2015.0,2.0,0.13,
CMYPQIJ,Wood and Sons,2015.0,1.0,0.72,9.45
CMYPQIJ,Wood and Sons,2015.0,2.0,0.71,10.36
CMYPQIJ,Wood and Sons,2015.0,3.0,0.69,9.01
CMYPQIJ,Wood and Sons,2015.0,4.0,0.76,9.6
CMYPQIJ,Wood and Sons,2016.0,1.0,0.8,7.85
CMYPQIJ,Wood and Sons,2016.0,2.0,0.8,8.51
CMYPQIJ,Wood and Sons,2016.0,3.0,0.85,9.87
CMYPQIJ,Wood and Sons,2016.0,4.0,0.87,14.36
3PTVPC5C,Walker-Walker,2015.0,1.0,1.41,19.06
3PTVPC5C,Walker-Walker,2015.0,2.0,1.39,20.83
3PTVPC5C,Walker-Walker,2015.0,3.0,1.37,17.67
3PTVPC5C,Walker-Walker,2015.0,4.0,1.33,18.65
3PTVPC5C,Walker-Walker,2016.0,1.0,1.31,21.05
3PTVPC5C,Walker-Walker,2016.0,2.0,1.32,20.27
DWKCNBUJ,Anderson LLC,2015.0,1.0,1.84,24.28
DWKCNBUJ,Anderson LLC,2015.0,2.0,1.8,24.98
DWKCNBUJ,Anderson LLC,2015.0,3.0,1.72,23.17
DWKCNBUJ,Anderson LLC,2015.0,4.0,1.71,23.04
DWKCNBUJ,Anderson LLC,2016.0,1.0,1.68,23.03
DWKCNBUJ,Anderson LLC,2016.0,2.0,1.55,24.85
DWKCNBUJ,Anderson LLC,2016.0,3.0,1.58,27.56
DWKCNBUJ,Anderson LLC,2016.0,4.0,1.6,35.65
K3AHVNP5O,Wallace-Thompson,2015.0,1.0,16.39,259.69
K3AHVNP5O,Wallace-Thompson,2015.0,2.0,17.33,263.04
K3AHVNP5O,Wallace-Thompson,2015.0,3.0,19.23,226.0
K3AHVNP5O,Wallace-Thompson,2015.0,4.0,17.52,258.17
K3AHVNP5O,Wallace-Thompson,2016.0,1.0,16.27,251.07
K3AHVNP5O,Wallace-Thompson,2016.0,2.0,18.33,258.91
K3AHVNP5O,Wallace-Thompson,2016.0,3.0,17.95,293.89
K3AHVNP5O,Wallace-Thompson,2016.0,4.0,18.77,355.0
J415435U,Smith-Ward,2015.0,1.0,7.46,127.0
J415435U,Smith-Ward,2015.0,2.0,7.46,124.93
J415435U,Smith-Ward,2015.0,3.0,7.48,121.95
J415435U,Smith-Ward,2015.0,4.0,7.18,121.18
J415435U,Smith-Ward,2016.0,1.0,7.29,111.0
J415435U,Smith-Ward,2016.0,2.0,7.29,118.23
J415435U,Smith-Ward,2016.0,3.0,7.45,116.1
J415435U,Smith-Ward,2016.0,4.0,7.78,156.43
H2U4VCX,"Anderson, Garcia and Gomez",2015.0,1.0,7.66,3.05
H2U4VCX,"Anderson, Garcia and Gomez",2015.0,2.0,5.69,2.75
H2U4VCX,"Anderson, Garcia and Gomez",2015.0,3.0,4.25,2.6
H2U4VCX,"Anderson, Garcia and Gomez",2015.0,4.0,0.73,2.5
H2U4VCX,"Anderson, Garcia and Gomez",2016.0,1.0,0.09,2.45
H2U4VCX,"Anderson, Garcia and Gomez",2016.0,2.0,0.57,2.25
H2U4VCX,"Anderson, Garcia and Gomez",2016.0,3.0,1.49,2.9
H2U4VCX,"Anderson, Garcia and Gomez",2016.0,4.0,1.26,2.9
WDR9ZA2,Moon Group,2015.0,1.0,3.11,43.67
WDR9ZA2,Moon Group,2015.0,2.0,3.13,43.4
WDR9ZA2,Moon Group,2015.0,3.0,3.15,41.01
WDR9ZA2,Moon Group,2015.0,4.0,3.16,42.67
WDR9ZA2,Moon Group,2016.0,1.0,3.17,40.59
WDR9ZA2,Moon Group,2016.0,2.0,3.2,40.33
WDR9ZA2,Moon Group,2016.0,3.0,3.23,42.89
WDR9ZA2,Moon Group,2016.0,4.0,3.24,51.37
ZU838JVD,"Henderson, Morris and Obrien",2015.0,1.0,0.39,14.29
ZU838JVD,"Henderson, Morris and Obrien",2015.0,2.0,0.28,15.67
ZU838JVD,"Henderson, Morris and Obrien",2015.0,3.0,0.34,14.18
ZU838JVD,"Henderson, Morris and Obrien",2015.0,4.0,0.34,14.52
ZU838JVD,"Henderson, Morris and Obrien",2016.0,1.0,0.87,13.1
ZU838JVD,"Henderson, Morris and Obrien",2016.0,2.0,0.89,13.78
ZU838JVD,"Henderson, Morris and Obrien",2016.0,3.0,0.91,15.23
ZU838JVD,"Henderson, Morris and Obrien",2016.0,4.0,0.94,20.01
6WO8FB9W,Harris LLC,2015.0,1.0,,16.32
6WO8FB9W,Harris LLC,2015.0,2.0,,15.15
6WO8FB9W,Harris LLC,2015.0,3.0,,14.36
6WO8FB9W,Harris LLC,2015.0,4.0,,12.97
6WO8FB9W,Harris LLC,2016.0,1.0,,13.13
6WO8FB9W,Harris LLC,2016.0,2.0,,8.79
WICLPN7,Davis PLC,2015.0,1.0,,
WICLPN7,Davis PLC,2015.0,2.0,,
WICLPN7,Davis PLC,2015.0,3.0,,
WICLPN7,Davis PLC,2015.0,4.0,,
WICLPN7,Davis PLC,2016.0,1.0,,
WICLPN7,Davis PLC,2016.0,2.0,,
WICLPN7,Davis PLC,2016.0,3.0,,
WICLPN7,Davis PLC,2016.0,4.0,,
G7JUIKQ6,"Martinez, Gonzalez and Medina",2015.0,1.0,-0.43,25.52
G7JUIKQ6,"Martinez, Gonzalez and Medina",2015.0,2.0,1.35,22.1
G7JUIKQ6,"Martinez, Gonzalez and Medina",2015.0,3.0,0.08,20.13
G7JUIKQ6,"Martinez, Gonzalez and Medina",2015.0,4.0,2.1,21.93
G7JUIKQ6,"Martinez, Gonzalez and Medina",2016.0,1.0,2.8,21.09
G7JUIKQ6,"Martinez, Gonzalez and Medina",2016.0,2.0,1.72,22.31
G7JUIKQ6,"Martinez, Gonzalez and Medina",2016.0,3.0,1.25,23.13
G7JUIKQ6,"Martinez, Gonzalez and Medina",2016.0,4.0,-0.8,20.84
H5WR0QVM,"Mueller, Gibbs and Kim",2015.0,1.0,3.74,55.37
H5WR0QVM,"Mueller, Gibbs and Kim",2015.0,2.0,3.82,51.32
H5WR0QVM,"Mueller, Gibbs and Kim",2015.0,3.0,3.72,49.03
H5WR0QVM,"Mueller, Gibbs and Kim",2015.0,4.0,3.29,37.26
H5WR0QVM,"Mueller, Gibbs and Kim",2016.0,1.0,3.13,36.82
H5WR0QVM,"Mueller, Gibbs and Kim",2016.0,2.0,2.77,39.05
H5WR0QVM,"Mueller, Gibbs and Kim",2016.0,3.0,2.71,33.37
H5WR0QVM,"Mueller, Gibbs and Kim",2016.0,4.0,2.94,35.57
Y9V45N2A,"Cook, Blake and Peters",2015.0,1.0,1.72,46.75
Y9V45N2A,"Cook, Blake and Peters",2015.0,2.0,1.84,47.3
Y9V45N2A,"Cook, Blake and Peters",2015.0,3.0,2.02,41.28
Y9V45N2A,"Cook, Blake and Peters",2015.0,4.0,2.06,40.94
Y9V45N2A,"Cook, Blake and Peters",2016.0,1.0,2.17,44.48
Y9V45N2A,"Cook, Blake and Peters",2016.0,2.0,2.2,47.6
Y9V45N2A,"Cook, Blake and Peters",2016.0,3.0,2.14,50.87
Y9V45N2A,"Cook, Blake and Peters",2016.0,4.0,2.32,51.96
S0DX983G,Cook Ltd,2015.0,1.0,-0.14,3.65
S0DX983G,Cook Ltd,2015.0,2.0,-0.95,3.68
S0DX983G,Cook Ltd,2015.0,3.0,-1.36,3.0
S0DX983G,Cook Ltd,2015.0,4.0,-1.32,2.5
S0DX983G,Cook Ltd,2016.0,1.0,-1.38,2.42
S0DX983G,Cook Ltd,2016.0,2.0,-0.41,2.64
S0DX983G,Cook Ltd,2016.0,3.0,0.18,2.61
S0DX983G,Cook Ltd,2016.0,4.0,1.02,2.76
CCUULJ5KN,Thomas Group,2015.0,1.0,,
CCUULJ5KN,Thomas Group,2015.0,2.0,,
CCUULJ5KN,Thomas Group,2015.0,3.0,,
CCUULJ5KN,Thomas Group,2015.0,4.0,,
CCUULJ5KN,Thomas Group,2016.0,1.0,,
CCUULJ5KN,Thomas Group,2016.0,2.0,,
CCUULJ5KN,Thomas Group,2016.0,3.0,,
CCUULJ5KN,Thomas Group,2016.0,4.0,,
UXAPM10,Fitzpatrick-Gutierrez,2015.0,1.0,,
UXAPM10,Fitzpatrick-Gutierrez,2015.0,2.0,,
UXAPM10,Fitzpatrick-Gutierrez,2015.0,3.0,,
Y74N0IKL,"James, Cruz and Wilson",2015.0,1.0,1.32,20.98
Y74N0IKL,"James, Cruz and Wilson",2015.0,2.0,-1.37,22.43
Y74N0IKL,"James, Cruz and Wilson",2015.0,3.0,-1.35,20.38
Y74N0IKL,"James, Cruz and Wilson",2015.0,4.0,-3.47,18.64
Y74N0IKL,"James, Cruz and Wilson",2016.0,1.0,-3.21,18.72
Y74N0IKL,"James, Cruz and Wilson",2016.0,2.0,-0.27,17.07
Y74N0IKL,"James, Cruz and Wilson",2016.0,3.0,-0.22,19.47
Y74N0IKL,"James, Cruz and Wilson",2016.0,4.0,2.24,19.02
ZS1UMBCU,"Parker, Mcdonald and Johnson",2015.0,1.0,0.36,18.2
ZS1UMBCU,"Parker, Mcdonald and Johnson",2015.0,2.0,0.51,16.36
ZS1UMBCU,"Parker, Mcdonald and Johnson",2015.0,3.0,0.49,15.8
ZS1UMBCU,"Parker, Mcdonald and Johnson",2015.0,4.0,1.2,17.15
ZS1UMBCU,"Parker, Mcdonald and Johnson",2016.0,1.0,1.42,19.83
ZS1UMBCU,"Parker, Mcdonald and Johnson",2016.0,2.0,1.47,21.45
ZS1UMBCU,"Parker, Mcdonald and Johnson",2016.0,3.0,1.5,23.93
ZS1UMBCU,"Parker, Mcdonald and Johnson",2016.0,4.0,1.16,25.49
D1VCHJQA,Fuentes Inc,2015.0,1.0,0.16,
D1VCHJQA,Fuentes Inc,2015.0,2.0,0.86,
D1VCHJQA,Fuentes Inc,2015.0,3.0,0.99,
D1VCHJQA,Fuentes Inc,2015.0,4.0,0.93,
D1VCHJQA,Fuentes Inc,2016.0,1.0,0.82,
D1VCHJQA,Fuentes Inc,2016.0,2.0,0.08,
D1VCHJQA,Fuentes Inc,2016.0,3.0,-0.08,
D1VCHJQA,Fuentes Inc,2016.0,4.0,-0.1,
UIQHYG6,Malone-Nielsen,2015.0,1.0,,8.93
UIQHYG6,Malone-Nielsen,2015.0,2.0,-3.44,8.62
UIQHYG6,Malone-Nielsen,2015.0,3.0,,7.16
UIQHYG6,Malone-Nielsen,2015.0,4.0,-0.9,6.68
UIQHYG6,Malone-Nielsen,2016.0,1.0,,6.13
UIQHYG6,Malone-Nielsen,2016.0,2.0,-0.7,6.7
UIQHYG6,Malone-Nielsen,2016.0,3.0,,6.85
UIQHYG6,Malone-Nielsen,2016.0,4.0,1.02,7.25
9X0M2ZLJ,Kelly-Smith,2015.0,1.0,,13.55
9X0M2ZLJ,Kelly-Smith,2015.0,2.0,1.46,14.36
9X0M2ZLJ,Kelly-Smith,2015.0,3.0,,15.42
9X0M2ZLJ,Kelly-Smith,2015.0,4.0,1.19,14.2
9X0M2ZLJ,Kelly-Smith,2016.0,1.0,,14.35
9X0M2ZLJ,Kelly-Smith,2016.0,2.0,0.16,14.51
9X0M2ZLJ,Kelly-Smith,2016.0,3.0,,14.36
9X0M2ZLJ,Kelly-Smith,2016.0,4.0,0.8,14.56
0KLYNQ76,Carroll-Humphrey,2015.0,1.0,-0.64,8.64
0KLYNQ76,Carroll-Humphrey,2015.0,2.0,-1.24,9.19
0KLYNQ76,Carroll-Humphrey,2015.0,3.0,-1.11,8.02
0KLYNQ76,Carroll-Humphrey,2015.0,4.0,-1.24,6.27
0KLYNQ76,Carroll-Humphrey,2016.0,1.0,-0.15,6.12
0KLYNQ76,Carroll-Humphrey,2016.0,2.0,0.1,6.85
0KLYNQ76,Carroll-Humphrey,2016.0,3.0,0.17,7.1
0KLYNQ76,Carroll-Humphrey,2016.0,4.0,0.25,11.81
75FCGYK29,Harvey-Poole,2015.0,1.0,-2.56,4.03
75FCGYK29,Harvey-Poole,2015.0,2.0,-1.36,2.99
75FCGYK29,Harvey-Poole,2015.0,3.0,,28.05
75FCGYK29,Harvey-Poole,2015.0,4.0,,25.5489
75FCGYK29,Harvey-Poole,2016.0,1.0,,26.95
75FCGYK29,Harvey-Poole,2016.0,2.0,,20.19
75FCGYK29,Harvey-Poole,2016.0,3.0,,18.54
75FCGYK29,Harvey-Poole,2016.0,4.0,,18.23
6MTB1PKKN,Collins-Brown,2015.0,1.0,0.45,12.1725
6MTB1PKKN,Collins-Brown,2015.0,2.0,-0.91,12.26
6MTB1PKKN,Collins-Brown,2015.0,3.0,-1.08,12.54
6MTB1PKKN,Collins-Brown,2015.0,4.0,-1.02,10.5692
6MTB1PKKN,Collins-Brown,2016.0,1.0,-1.13,9.75
6MTB1PKKN,Collins-Brown,2016.0,2.0,-0.07,9.61
6MTB1PKKN,Collins-Brown,2016.0,3.0,0.38,11.4999
6MTB1PKKN,Collins-Brown,2016.0,4.0,-0.42,10.5105
H6Q9LJD3U,Cole and Sons,2015.0,1.0,,
H6Q9LJD3U,Cole and Sons,2015.0,2.0,,
H6Q9LJD3U,Cole and Sons,2015.0,3.0,,
H6Q9LJD3U,Cole and Sons,2015.0,4.0,,
H6Q9LJD3U,Cole and Sons,2016.0,1.0,,
H6Q9LJD3U,Cole and Sons,2016.0,2.0,,
H6Q9LJD3U,Cole and Sons,2016.0,3.0,,
H6Q9LJD3U,Cole and Sons,2016.0,4.0,,
PB317IN,Maldonado-Glass,2015.0,1.0,1.79,77.36
PB317IN,Maldonado-Glass,2015.0,2.0,2.47,65.63
PB317IN,Maldonado-Glass,2015.0,3.0,2.54,67.72
PB317IN,Maldonado-Glass,2015.0,4.0,2.34,68.03
PB317IN,Maldonado-Glass,2016.0,1.0,2.2,69.34
PB317IN,Maldonado-Glass,2016.0,2.0,1.85,76.17
PB317IN,Maldonado-Glass,2016.0,3.0,2.26,74.77
PB317IN,Maldonado-Glass,2016.0,4.0,2.81,66.93
Z9A5OBXZ,"Beck, Schmidt and Turner",2015.0,1.0,0.17,45.75
Z9A5OBXZ,"Beck, Schmidt and Turner",2015.0,2.0,-0.01,48.0
Z9A5OBXZ,"Beck, Schmidt and Turner",2015.0,3.0,0.03,42.9
Z9A5OBXZ,"Beck, Schmidt and Turner",2015.0,4.0,0.38,34.05
Z9A5OBXZ,"Beck, Schmidt and Turner",2016.0,1.0,0.49,33.5
Z9A5OBXZ,"Beck, Schmidt and Turner",2016.0,2.0,2.63,38.6
Z9A5OBXZ,"Beck, Schmidt and Turner",2016.0,3.0,2.58,42.25
Z9A5OBXZ,"Beck, Schmidt and Turner",2016.0,4.0,2.11,45.0
5WG8406JE,Thompson LLC,2015.0,1.0,,
5WG8406JE,Thompson LLC,2015.0,2.0,,
5WG8406JE,Thompson LLC,2015.0,3.0,,
5WG8406JE,Thompson LLC,2015.0,4.0,,
5WG8406JE,Thompson LLC,2016.0,1.0,,
5WG8406JE,Thompson LLC,2016.0,2.0,,
5WG8406JE,Thompson LLC,2016.0,3.0,,
5WG8406JE,Thompson LLC,2016.0,4.0,,
NHAQJN2,"Peters, Deleon and Patterson",2015.0,1.0,1.11,23.5
NHAQJN2,"Peters, Deleon and Patterson",2015.0,2.0,1.13,20.75
NHAQJN2,"Peters, Deleon and Patterson",2015.0,3.0,1.14,19.1
NHAQJN2,"Peters, Deleon and Patterson",2015.0,4.0,0.99,20.1
NHAQJN2,"Peters, Deleon and Patterson",2016.0,1.0,1.01,20.3
NHAQJN2,"Peters, Deleon and Patterson",2016.0,2.0,1.04,20.56
NHAQJN2,"Peters, Deleon and Patterson",2016.0,3.0,1.04,24.7
NHAQJN2,"Peters, Deleon and Patterson",2016.0,4.0,0.54,21.5
8AFBEUV,"Gilmore, Ross and Smith",2015.0,1.0,0.75,11.05
8AFBEUV,"Gilmore, Ross and Smith",2015.0,2.0,0.79,11.31
8AFBEUV,"Gilmore, Ross and Smith",2015.0,3.0,0.79,10.6
8AFBEUV,"Gilmore, Ross and Smith",2015.0,4.0,0.81,11.06
8AFBEUV,"Gilmore, Ross and Smith",2016.0,1.0,0.82,9.54
8AFBEUV,"Gilmore, Ross and Smith",2016.0,2.0,0.78,8.94
8AFBEUV,"Gilmore, Ross and Smith",2016.0,3.0,0.71,9.86
8AFBEUV,"Gilmore, Ross and Smith",2016.0,4.0,0.7,13.22
TU8JDYSUD,"Fuller, Fletcher and Montgomery",2015.0,1.0,0.14,3.21
TU8JDYSUD,"Fuller, Fletcher and Montgomery",2015.0,2.0,1.0,3.67
TU8JDYSUD,"Fuller, Fletcher and Montgomery",2015.0,3.0,1.14,2.94
TU8JDYSUD,"Fuller, Fletcher and Montgomery",2015.0,4.0,1.4,3.39
TU8JDYSUD,"Fuller, Fletcher and Montgomery",2016.0,1.0,1.45,3.05
TU8JDYSUD,"Fuller, Fletcher and Montgomery",2016.0,2.0,0.49,2.88
TU8JDYSUD,"Fuller, Fletcher and Montgomery",2016.0,3.0,0.5,3.85
TU8JDYSUD,"Fuller, Fletcher and Montgomery",2016.0,4.0,0.32,4.88
XTJFLK9M,Burnett-Young,2015.0,1.0,0.49,26.96
XTJFLK9M,Burnett-Young,2015.0,2.0,0.45,25.55
XTJFLK9M,Burnett-Young,2015.0,3.0,0.35,22.07
XTJFLK9M,Burnett-Young,2015.0,4.0,0.37,22.2
XTJFLK9M,Burnett-Young,2016.0,1.0,0.35,24.68
XTJFLK9M,Burnett-Young,2016.0,2.0,1.25,26.24
XTJFLK9M,Burnett-Young,2016.0,3.0,1.41,26.54
XTJFLK9M,Burnett-Young,2016.0,4.0,1.73,26.6
QSDF1MO46,Long LLC,2015.0,1.0,,
QSDF1MO46,Long LLC,2015.0,2.0,,
QSDF1MO46,Long LLC,2015.0,3.0,,
QSDF1MO46,Long LLC,2015.0,4.0,,
QSDF1MO46,Long LLC,2016.0,1.0,,
QSDF1MO46,Long LLC,2016.0,2.0,,
QSDF1MO46,Long LLC,2016.0,3.0,,
QSDF1MO46,Long LLC,2016.0,4.0,,
FBYQYH6N,Khan-Davis,2015.0,1.0,3.42,50.74
FBYQYH6N,Khan-Davis,2015.0,2.0,2.38,56.89
FBYQYH6N,Khan-Davis,2015.0,3.0,2.72,50.6
FBYQYH6N,Khan-Davis,2015.0,4.0,3.27,49.04
FBYQYH6N,Khan-Davis,2016.0,1.0,3.28,55.65
FBYQYH6N,Khan-Davis,2016.0,2.0,3.54,55.68
FBYQYH6N,Khan-Davis,2016.0,3.0,5.84,79.2
FBYQYH6N,Khan-Davis,2016.0,4.0,8.78,91.35
7H1Q1RYZU,Benjamin-Christensen,2015.0,1.0,0.05,4.06
7H1Q1RYZU,Benjamin-Christensen,2015.0,2.0,0.13,4.05
7H1Q1RYZU,Benjamin-Christensen,2015.0,3.0,0.2,2.86
7H1Q1RYZU,Benjamin-Christensen,2015.0,4.0,-0.68,1.95
7H1Q1RYZU,Benjamin-Christensen,2016.0,1.0,-0.78,1.98
7H1Q1RYZU,Benjamin-Christensen,2016.0,2.0,-0.84,2.19
7H1Q1RYZU,Benjamin-Christensen,2016.0,3.0,-0.94,2.05
7H1Q1RYZU,Benjamin-Christensen,2016.0,4.0,-0.3,1.95
1KUPZTA,Huynh-Adkins,2015.0,1.0,,
1KUPZTA,Huynh-Adkins,2015.0,2.0,,
1KUPZTA,Huynh-Adkins,2015.0,3.0,,
1KUPZTA,Huynh-Adkins,2015.0,4.0,,
1KUPZTA,Huynh-Adkins,2016.0,1.0,,
1KUPZTA,Huynh-Adkins,2016.0,2.0,,
1KUPZTA,Huynh-Adkins,2016.0,3.0,,
1KUPZTA,Huynh-Adkins,2016.0,4.0,,
0KRLVSWD,Munoz Group,2015.0,1.0,2.85,45.93
0KRLVSWD,Munoz Group,2015.0,2.0,3.08,45.71
0KRLVSWD,Munoz Group,2015.0,3.0,2.87,46.99
0KRLVSWD,Munoz Group,2015.0,4.0,2.75,38.29
0KRLVSWD,Munoz Group,2016.0,1.0,2.56,40.0
0KRLVSWD,Munoz Group,2016.0,2.0,2.09,39.52
0KRLVSWD,Munoz Group,2016.0,3.0,2.31,40.25
0KRLVSWD,Munoz Group,2016.0,4.0,2.3,47.5
KRXTTMCJ0,Bailey-Mcclure,2015.0,1.0,1.12,21.05
KRXTTMCJ0,Bailey-Mcclure,2015.0,2.0,0.64,20.9
KRXTTMCJ0,Bailey-Mcclure,2015.0,3.0,0.84,19.85
KRXTTMCJ0,Bailey-Mcclure,2015.0,4.0,0.93,18.95
KRXTTMCJ0,Bailey-Mcclure,2016.0,1.0,1.22,17.0
KRXTTMCJ0,Bailey-Mcclure,2016.0,2.0,1.74,17.0
KRXTTMCJ0,Bailey-Mcclure,2016.0,3.0,2.2,15.36
KRXTTMCJ0,Bailey-Mcclure,2016.0,4.0,2.39,16.0
KPHDLQ5U,Gallegos-Gill,2015.0,1.0,2.28,51.53
KPHDLQ5U,Gallegos-Gill,2015.0,2.0,2.82,41.61
KPHDLQ5U,Gallegos-Gill,2015.0,3.0,0.9,39.23
KPHDLQ5U,Gallegos-Gill,2015.0,4.0,-0.25,34.68
KPHDLQ5U,Gallegos-Gill,2016.0,1.0,-0.85,29.49
KPHDLQ5U,Gallegos-Gill,2016.0,2.0,-0.8,33.48
KPHDLQ5U,Gallegos-Gill,2016.0,3.0,1.0,29.91
KPHDLQ5U,Gallegos-Gill,2016.0,4.0,2.18,36.11
X1APEZC7M,"Barber, Goodwin and Barnes",2015.0,1.0,-0.28,0.92
X1APEZC7M,"Barber, Goodwin and Barnes",2015.0,2.0,-0.32,0.5
X1APEZC7M,"Barber, Goodwin and Barnes",2015.0,3.0,-0.3,0.25
TGM182CL,"Coleman, Moran and Lucas",2015.0,1.0,1.3,22.29
TGM182CL,"Coleman, Moran and Lucas",2015.0,2.0,1.17,24.28
TGM182CL,"Coleman, Moran and Lucas",2015.0,3.0,0.58,20.26
